location,image_description,text,translated_text,id
Top Text,Text overlay on a Facebook post with a picture of a young woman.,Ag jebla dokhona gannanwi beraiyw obla agha sase bf ni gwnagti jayw natai swr arw boha bekainw,"If you don't give a chance, you will be scolded by your elders and you will be beaten by your boyfriend.",image_bodo_392.jpg
Main Image,A young woman in traditional attire stands in a grassy field with trees in the background. A car and some people are visible further away.,,,image_bodo_392.jpg
Top,"A cartoon drawing of a character peeking from behind a wall, with a smiley face emoji.",Mjing Mwnnai ya tho Mwlw lwi :),You are the only one I like :),image_bodo_79.jpg
Middle,"A black rectangle with white text that says ""Memes bodo"".",Memes bodo,Memes bodo,image_bodo_79.jpg
Bottom,Text with a crying smiley face emoji.,Khwtaya besw Be Agkw layana :'(,It's a matter of pride when someone is loved :'( ,image_bodo_79.jpg
Top,"Two cartoon cats hugging, with the cat on the right seeming to comfort the cat on the left. There is a crying emoji next to the text.",Hangma Tagwn sona 😭,My dearest darling 😭,image_bodo_53.jpg
Middle,Close up of the two cartoon cats hugging.,Memes bodo,Memes bodo,image_bodo_53.jpg
Bottom,"Two cartoon cats hugging, with the cat on the right seeming to comfort the cat on the left. There is a neutral face emoji next to the text.",Be Badi Da klmng ng 😑,I will not allow it 😑,image_bodo_53.jpg
Top,Text in black on a white background.,"Jala lwi jebw Noao tababw
Raijabai tayw","Jala lwi jebw Noao tababw
Raijabai tayw",image_bodo_47.jpg
Middle,"A cute, grey, cartoon cat lying down with its eyes closed and a sad expression.",,,image_bodo_47.jpg
Bottom,Text in black on a white background with an emoji.,Bekar Jibon,Useless life,image_bodo_47.jpg
top,"The text ""BTR"" is displayed in large, bold, dark grey letters.",BTR,BTR,image_bodo_409.jpg
middle top,"The text ""आव জেরै सोलायदौं आंबो २०१ 2025"" is displayed in smaller, dark grey letters.",आव জেরै सोलायदौं आंबो २०१ 2025,Give us salaries Rs 2025,image_bodo_409.jpg
middle bottom,"The text ""निफ्राय सोलायसै रायजोफोर"" is displayed in smaller, dark grey letters.",निफ्राय सोलायसै रायजोफोर,People of the future should come,image_bodo_409.jpg
Top,"Text in Hindi saying ""If SINGLE is invited to picnic, then go""",जों SINGLE फोरना PICNIC जाबा बुलायनाय जायो,"If SINGLE is invited to picnic, then go",image_bodo_421.jpg
Middle,A meme image of a man laughing awkwardly in front of a microphone.,,,image_bodo_421.jpg
Bottom,"Text in Hindi saying ""If COUPLE is invited to picnic, then take them along""",COUPLE फोरना अनलायनाया बारा जायो,"If COUPLE is invited to picnic, then take them along",image_bodo_421.jpg
Top,A laughing face meme with text above it.,मावनो हालिया आं मोननायालाय मोनबायमोन,"My people, my situation is becoming silent.",image_bodo_435.jpg
Middle,A drawing of a man laughing with his eyes closed and mouth wide open.,,,image_bodo_435.jpg
Bottom,"A drawing of a man laughing with his eyes closed and mouth wide open, with text below him.","Adwi Çôbrâ Měměř
Just now","Adwi Cobara Memer
Just now",image_bodo_435.jpg
Bottom text,"A drawing of a man laughing with his eyes closed and mouth wide open, with text below him.",H.S फास बिराद सुनदरिमोन DOTMA नि,H.S friend Sundarimon DOTMA,image_bodo_435.jpg
Top,Text 'Dana Okha Hablabw Malai :)' with a smiling emoji.,Dana Okha Hablabw Malai :),Dana Okha Hablabw Malai :),image_bodo_84.jpg
Middle,"A cute cartoon character wearing a pink raincoat and hood, standing in the rain. The character has big eyes and pink cheeks. The background is gray with rain lines and puddles.",,,image_bodo_84.jpg
Bottom,Text 'Agkwo Gwsw khangtarla :(' with a sad emoji and rain cloud icon.,Agkwo Gwsw khangtarla :(,Agkwo Gwsw khangtarla :(,image_bodo_84.jpg
Middle Right,"The text ""memes bodo"" in yellow on the right side of the cartoon.",memes bodo,memes bodo,image_bodo_84.jpg
Top text,Text overlay on the meme.,"Life is not same for Everyone.....
বয়নিবো জিউআ এখে নডা....... 😳😳","Life is not same for Everyone.....
Born have to eat and drink....... 😳😳",image_bodo_353.jpg
Left image,"A person holding a mobile phone in front of a speaker, indicated by a red circle.",,,image_bodo_353.jpg
Right image,A woman in traditional attire singing into a microphone on a stage.,,,image_bodo_353.jpg
Top,Text with an emoji indicating sadness.,Gsww ah maniya 😔,Is it my fault? 😔,image_bodo_179.jpg
Center,"A cartoon character lying in bed holding a phone, with the text ""Memes bodo"" on a black rectangle over the image.",Memes bodo,Memes bodo,image_bodo_179.jpg
Bottom,Text with an emoji indicating indifference.,Khali binilo Khwta Sanplanggw 😑,Just looking. Indifferent 😑,image_bodo_179.jpg
top part,A hand with red nail polish is covering part of a face. The text 'God morning' is displayed on a white rectangle against a dark background.,God morning,Good morning,image_bodo_623.jpg
bottom part,A person wearing a yellow and green striped garment. Text is overlaid on the image.,"Bini kw
Nuwakwi da","I am not
Ugly",image_bodo_623.jpg
Top,"A cartoon penguin lying in bed, looking at its phone with a worried expression. The text 'Good night' is displayed above it.",Good night 😥,Good night 😥,image_bodo_145.jpg
Bottom,"The same cartoon penguin in bed, with the text 'Raobw kobor lagra
gwiya 💔😥' below it.","Raobw kobor lagra
gwiya 💔😥","I am worried
and heartbroken 💔😥",image_bodo_145.jpg
Middle right,A watermark with the text 'Memes bodo'.,Memes bodo,Memes bodo,image_bodo_145.jpg
Top,"A kitten with a sad expression, resting its head on its paw. The text above the kitten reads 'Duku mwnbai lwi Ag' followed by a sad emoji.",Duku mwnbai lwi Ag 😔,It is very difficult to live,image_bodo_151.jpg
Bottom,The text below the kitten reads 'Nngni be badi 🌻 text lerna hwnai kwo' followed by a sad emoji. A sunflower emoji is also present.,Nngni be badi 🌻 text lerna hwnai kwo 😔,"I will wait for you, text.",image_bodo_151.jpg
Top,Text in black over a white background.,बे लंफेन गानग्रा सिख्लाफ्रा लामाफ्राव हासुनो,Why are you calling me a lamb? Stop calling me a lamb.,image_bodo_569.jpg
Middle,"A black man's face, looking upwards and to the side with a slight smile. There is a small profile picture of a man with the text 'Adwi Gojo' and 'Just now' next to it.","Adwi Gojo
Just now","Adwi Gojo
Just now",image_bodo_569.jpg
Bottom,Text in black over a white background.,आंखांरबा बौरै हास्यो ना Huggies गानो,Why are you laughing at me with Huggies?,image_bodo_569.jpg
Top,,ADRE COMMOND QUESTION,ADRE COMMON QUESTION,image_bodo_541.jpg
1) 12k,"The text is written in Devanagari script with the number 12k followed by the word ""बिमुं"" and then ""मोननाय"" and ""आइजोनि"" and finally ""मुंआ मा?""",1) 12k बिमुं मोननाय आइजोनि मुंआ मा?,1) 12k bimung monanay ajoni mun a ma?,image_bodo_541.jpg
2) थास,"The text is written in Devanagari script with the number 2) followed by the word ""थास"" and then ""बिबार"" and ""मोनहा"" and ""बेसे"" and ""गोबाव"" and ""गावलायामोना?""",2) थास बिबार मोनहा बेसे गोबाव गावलायामोना?,2) Thos bibar monha bese gobav gavalaimona?,image_bodo_541.jpg
3) निग्र,"The text is written in Devanagari script with the number 3) followed by ""निग्र"" and ""हौवा"" and ""लाना"" and the English word ""FAMOUS"" and then ""जानय"" and ""सिखलानि"" and ""मुंआ मा?""",3) निग्र हौवा लाना FAMOUS जानय सिखलानि मुंआ मा?,3) Nigra hawa lana FAMOUS janay sikhalani mun a ma?,image_bodo_541.jpg
4) BLACK COBRA,"The text is written in Devanagari script with the number 4) followed by the English words ""BLACK COBRA"" and then the Devanagari word ""नि"" and ""खामािनिआ मा?""",4) BLACK COBRA नि खामािनिआ मा?,4) BLACK COBRA ni khamania ma?,image_bodo_541.jpg
Top,Facebook logo and text 'Memes bodo',Memes bodo,Memes bodo,image_bodo_227.jpg
Center,Text in bold black letters on a white background.,Dasw sapa sapa sexy' sexy' wngkar gasinw ctwb,Does anyone know sexy' sexy' wngkar has it,image_bodo_227.jpg
Bottom,Instagram logo and text 'Memes bodo',Memes bodo,Memes bodo,image_bodo_227.jpg
Center,,सिखलाफोरा मानो गोदाम गोदान नागिरो?,Sikhlafora Manno Godam Godan Nagiro?,image_bodo_540.jpg
Top Logo,Facebook logo and text 'Memes bodo',Memes bodo,Memes bodo,image_bodo_226.jpg
Main text,Text in Bodo language with an emoji of a worried face,"paglasw swr swrjing
dosenw unfriend klm jayw
pata kwonw mwnslaba
ctwb
🤔","You think I am crazy but,
Unfriend me when you know
my real self",image_bodo_226.jpg
Bottom Logo,Instagram logo and text 'Memes bodo',Memes bodo,Memes bodo,image_bodo_226.jpg
Top,"Logo of Facebook with text ""Memes bodo""",Memes bodo,Memes bodo,image_bodo_232.jpg
Center,Text in Bodo language,"लंथं खुनाय जागोन लामायआव जरा
 जरा बेरायनाय न्युयबा","If you want to walk, then go 
 Go for a walk",image_bodo_232.jpg
Bottom,"Logo of Instagram with text ""Memes bodo""",Memes bodo,Memes bodo,image_bodo_232.jpg
Top,"The top part of the image contains text in bold, dark font.",साग्रि आवला फोरा बिखुनजोनाव थांबा मालाय बाखनयाजासै,"The second time, you will ask for the time from someone else.",image_bodo_554.jpg
Center,"A man wearing a black baseball cap backwards is smiling and looking to the right. He has short dark hair and light brown skin. There is text on the right side of his face, with a profile picture and name 'Adwi Gojo'.",,,image_bodo_554.jpg
Bottom,"The bottom part of the image contains text in bold, dark font.",ओमप्राय जों बेखार आ खम ल लासिं सिं बिखुनजोनाव थांबाबो,"If you are lazy, you will lose this time.",image_bodo_554.jpg
Top,Text in Devanagari script with a smiley face and a thought bubble.,उसुं आव हासुग्रा सिख्लाफोरिनि मुं गिबि हांखो-,"When you see a big mistake, you say something like this-",image_bodo_568.jpg
Middle,"A profile picture of a person, followed by the name 'Adwi Gojo' and 'Just now' with an ellipsis and two people icons.","Adwi Gojo
Just now","Adwi Gojo
Just now",image_bodo_568.jpg
Middle,Three yellow emojis of hands pointing downwards.,👇👇👇,👇👇👇,image_bodo_568.jpg
Middle,"A sequence of letters: P, A, D, F, J, S, K, L, R.","P,A,D,F,J,S,K,L,R","P,A,D,F,J,S,K,L,R",image_bodo_568.jpg
Bottom,Text in Devanagari script starting with 'NO-1'.,NO - 1 उसुंनि हा खुरख्र होग्रा हारामि सिख्लाफोरिनि गिबि हांखो-Hआरों M,"NO - 1 When you make a big mistake, you say this-Haro M",image_bodo_568.jpg
Top,A cartoon figure with a smiley face is lying down.,Ma klmdg Laogi 🙂,I will laugh at you :),image_bodo_150.jpg
Bottom,A cartoon figure with a smiley face is lying down.,"Daana Mathw Kobor
latar la lai 🙂",It will be known later :),image_bodo_150.jpg
Top,White text on a purple background.,Twisigwn nwngdaya,My dear,image_bodo_144.jpg
Middle,White text on a purple background.,Nanimwn agwimwn,We will meet,image_bodo_144.jpg
Bottom,Sad face emoji on a purple background.,😔,😔,image_bodo_144.jpg
Top,"Text with an emoticon of a cat with a grumpy face, which is also a Bodo phrase.",Naigwn ct myWeb agbw 😞,I am bored 😞,image_bodo_193.jpg
Middle,"A cartoon drawing of a cat with its paw on its nose, looking annoyed. The cat has pink cheeks and a smug expression. A watermark reads ""Memes bodo"".",Memes bodo,Memes bodo,image_bodo_193.jpg
Bottom,A Bodo phrase written in bold black letters.,Esang duga na ng,I am very lazy,image_bodo_193.jpg
Top left,A smiling woman with long dark hair is shown in the top left corner.,inally jems,inally gems,image_bodo_352.jpg
Top right,A man is shown looking at the camera with a slight smile. Text overlay is present.,"नि
डा
bud
MES
BODO VLOG
burs ago (edited)
jakhw fehonk ac
NADA
ONGBAI HISABWI BER","Ni
da
bud
MES
BODO VLOG
hours ago (edited)
jakhw fehonk ac
NADA
ONGBAI HISABWI BER",image_bodo_352.jpg
Middle section,A button labeled 'Fullscreen' is visible.,Fullscreen,Fullscreen,image_bodo_352.jpg
Below middle section,Text indicating likes and a username with a follow button.,"Manila and 1,030 others like this
Anything MJ YouTube
Follow","Manila and 1,030 others like this
Anything MJ YouTube
Follow",image_bodo_352.jpg
Below channel name,Text in Bodo language.,"Bujai ja pinba purnima madam Aada
James lwng","Bujai ja pinba purnima madam Aada
James lwng",image_bodo_352.jpg
Comment 1,"A profile picture of a woman, her name, and a comment in Bodo language.","Purnima Fullmoon Brgyry
Nwngha ma bwrkw mj ang ma
bujaikw congratulations sw hwdg ma
bujaikw ang
7h Like Reply
View 5 replies...","Purnima Fullmoon Brgyry
You are doing great, congratulations and keep it up.
7h Like Reply
View 5 replies...",image_bodo_352.jpg
Comment 2,"A profile picture of a woman, her name, and a comment in Bodo language.","Purnima Fullmoon Brgyry
Nwngha jebw content gwila nma mj
pagla koro gajri
See translation
6h Like Reply
View 5 replies...","Purnima Fullmoon Brgyry
This content is also very crazy. See translation
6h Like Reply
View 5 replies...",image_bodo_352.jpg
